Latitude,Longitude,Speed,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Timestamp,Speed_m/s,Kinetic_Energy,Total_Acceleration
40.232429,29.009088,9.69,0.77,-0.59,9.46,0.1,-0.07,0.37,2024-05-03 14:00:24.140,2.691666666666667,23546.47569444445,9.50960567005804
40.232429,29.009088,9.69,0.51,-0.2,8.14,-0.08,-0.04,0.37,2024-05-03 14:00:25.140,2.691666666666667,23546.47569444445,8.15841283584007
40.232429,29.009088,9.69,1.0,-0.34,10.54,-0.08,0.02,0.37,2024-05-03 14:00:26.140,2.691666666666667,23546.47569444445,10.59279000075051
40.232395,29.009082,14.13,0.48,-0.58,10.24,-0.0,0.01,0.33,2024-05-03 14:00:27.140,3.925,50068.28124999999,10.26763848214379
40.232395,29.009082,14.13,0.09,-1.22,10.05,-0.04,0.0,0.23,2024-05-03 14:00:28.140,3.925,50068.28124999999,10.124178979058007
40.232395,29.009082,14.13,-0.0,-0.66,10.5,-0.05,0.03,0.22,2024-05-03 14:00:29.140,3.925,50068.28124999999,10.520722408656166
40.232395,29.009082,14.13,0.02,-0.88,9.92,-0.01,0.01,0.27,2024-05-03 14:00:30.140,3.925,50068.28124999999,9.958975850959776
40.232395,29.009082,14.13,-0.12,-1.15,9.95,0.01,0.03,0.24,2024-05-03 14:00:31.140,3.925,50068.28124999999,10.016955625338468
40.232395,29.009082,14.13,-0.31,-1.18,10.32,-0.02,0.03,0.21,2024-05-03 14:00:32.140,3.925,50068.28124999999,10.39186701223606
40.232395,29.009082,14.13,-0.54,-1.02,10.38,-0.04,0.02,0.19,2024-05-03 14:00:33.140,3.925,50068.28124999999,10.443964764398624
40.232395,29.009082,14.13,-0.58,-1.44,9.43,0.02,0.04,0.17,2024-05-03 14:00:34.140,3.925,50068.28124999999,9.556929423198646
40.23236,29.009084,15.17,-0.8,-1.3,10.15,0.03,0.02,0.12,2024-05-03 14:00:35.140,4.213888888888889,57709.793595679,10.264136593011612
40.23236,29.009084,15.17,-0.52,-1.65,10.21,0.01,0.01,0.02,2024-05-03 14:00:36.140,4.213888888888889,57709.793595679,10.355529923668804
40.23236,29.009084,15.17,-1.22,-1.49,10.11,0.01,0.02,-0.0,2024-05-03 14:00:37.140,4.213888888888889,57709.793595679,10.291773413751393
40.232322,29.009094,18.08,-1.13,-1.78,9.56,0.02,0.02,-0.04,2024-05-03 14:00:38.140,5.022222222222222,81973.82716049382,9.789734419278187
40.232322,29.009094,18.08,-1.45,-1.91,8.63,0.01,0.04,-0.06,2024-05-03 14:00:39.140,5.022222222222222,81973.82716049382,8.956980518009404
40.232322,29.009094,18.08,-1.53,-1.58,10.27,-0.0,0.01,-0.06,2024-05-03 14:00:40.140,5.022222222222222,81973.82716049382,10.502866275450716
40.232269,29.009098,22.98,-1.07,-1.83,8.74,-0.01,-0.03,-0.05,2024-05-03 14:00:41.140,6.383333333333334,132427.56944444447,8.993408697485066
40.232269,29.009098,22.98,-0.65,-1.55,10.11,0.04,-0.04,-0.05,2024-05-03 14:00:42.140,6.383333333333334,132427.56944444447,10.248760900713803
40.232269,29.009098,22.98,-0.64,-1.24,9.9,0.03,-0.04,-0.03,2024-05-03 14:00:43.140,6.383333333333334,132427.56944444447,9.997859770970985
40.232269,29.009098,22.98,-0.23,-2.36,8.95,-0.02,-0.02,-0.01,2024-05-03 14:00:44.140,6.383333333333334,132427.56944444447,9.258779617206578
40.232269,29.009098,22.98,-0.35,-1.86,8.97,0.06,-0.03,0.0,2024-05-03 14:00:45.140,6.383333333333334,132427.56944444447,9.167496932096569
40.232269,29.009098,22.98,-0.63,-1.08,10.32,0.02,0.0,-0.01,2024-05-03 14:00:46.140,6.383333333333334,132427.56944444447,10.395465357548934
40.232269,29.009098,22.98,-0.58,-1.75,9.3,0.03,-0.0,0.01,2024-05-03 14:00:47.140,6.383333333333334,132427.56944444447,9.480975688187371
40.232269,29.009098,22.98,-0.52,-1.35,10.5,0.05,-0.01,0.02,2024-05-03 14:00:48.140,6.383333333333334,132427.56944444447,10.599193365534946
40.232269,29.009098,22.98,-0.88,-0.91,11.26,0.01,-0.0,0.01,2024-05-03 14:00:49.140,6.383333333333334,132427.56944444447,11.330935530661181
40.232208,29.009099,26.91,-0.44,-2.34,8.25,-0.01,0.0,0.01,2024-05-03 14:00:50.140,7.475,181595.78124999997,8.586716485362725
40.232208,29.009099,26.91,-0.81,-0.62,10.41,0.02,-0.01,-0.0,2024-05-03 14:00:51.140,7.475,181595.78124999997,10.459856595575294
40.232208,29.009099,26.91,-0.83,-1.52,8.61,0.01,0.03,-0.03,2024-05-03 14:00:52.140,7.475,181595.78124999997,8.782448405769316
40.232208,29.009099,26.91,-0.79,-1.21,10.63,0.02,-0.01,-0.01,2024-05-03 14:00:53.140,7.475,181595.78124999997,10.72777236894967
40.232208,29.009099,26.91,-0.53,-1.42,11.37,-0.07,-0.01,-0.03,2024-05-03 14:00:54.140,7.475,181595.78124999997,11.470579758669567
40.232128,29.009101,31.08,-0.5,-1.23,11.2,-0.0,0.03,0.0,2024-05-03 14:00:55.140,8.633333333333333,242236.9444444444,11.278426308665583
40.232128,29.009101,31.08,-1.03,-1.16,10.54,-0.02,-0.01,-0.0,2024-05-03 14:00:56.140,8.633333333333333,242236.9444444444,10.653548704539721
40.232128,29.009101,31.08,-0.31,-1.86,8.94,0.06,-0.06,-0.0,2024-05-03 14:00:57.140,8.633333333333333,242236.9444444444,9.136700717436245
40.232128,29.009101,31.08,-1.43,-1.36,11.07,-0.03,0.0,-0.01,2024-05-03 14:00:58.140,8.633333333333333,242236.9444444444,11.244527557883435
40.232128,29.009101,31.08,-0.64,-1.72,10.28,0.01,0.01,-0.01,2024-05-03 14:00:59.140,8.633333333333333,242236.9444444444,10.442528429456152
40.232128,29.009101,31.08,-1.35,-1.03,11.13,-0.04,0.03,-0.04,2024-05-03 14:01:00.140,8.633333333333333,242236.9444444444,11.258787678964374
40.232128,29.009101,31.08,-0.28,-1.67,11.21,0.02,0.04,-0.02,2024-05-03 14:01:01.140,8.633333333333333,242236.9444444444,11.337168958783318
40.232128,29.009101,31.08,-1.07,-0.98,11.32,0.01,0.04,-0.03,2024-05-03 14:01:02.140,8.633333333333333,242236.9444444444,11.41261144523899
40.23204,29.009107,35.61,-1.24,-1.08,10.25,0.02,0.02,-0.03,2024-05-03 14:01:03.140,9.891666666666667,317996.4756944445,10.381064492623095
40.23204,29.009107,35.61,-0.88,-1.65,8.63,0.07,0.0,0.03,2024-05-03 14:01:04.140,9.891666666666667,317996.4756944445,8.830277458834463
40.23204,29.009107,35.61,-1.04,-1.87,10.14,0.05,0.0,-0.03,2024-05-03 14:01:05.140,9.891666666666667,317996.4756944445,10.363305457237088
40.23204,29.009107,35.61,-1.22,-1.12,11.44,0.06,0.06,0.08,2024-05-03 14:01:06.140,9.891666666666667,317996.4756944445,11.559256031423475
40.23204,29.009107,35.61,-0.5,-1.75,8.62,0.02,-0.02,-0.0,2024-05-03 14:01:07.140,9.891666666666667,317996.4756944445,8.810045402834199
40.23204,29.009107,35.61,-0.31,-1.53,9.74,0.03,-0.04,0.01,2024-05-03 14:01:08.140,9.891666666666667,317996.4756944445,9.864309403095586
40.231945,29.009109,39.47,-0.99,-1.52,11.43,0.0,-0.05,-0.03,2024-05-03 14:01:09.140,10.963888888888889,390672.293595679,11.573046271401493
40.231945,29.009109,39.47,-1.05,-1.37,10.9,0.0,0.01,-0.02,2024-05-03 14:01:10.140,10.963888888888889,390672.293595679,11.035823485358943
40.231945,29.009109,39.47,-0.67,-1.22,10.01,0.02,0.05,-0.02,2024-05-03 14:01:11.140,10.963888888888889,390672.293595679,10.10630496274479
40.231945,29.009109,39.47,-0.34,-1.28,10.94,0.02,-0.04,0.02,2024-05-03 14:01:12.140,10.963888888888889,390672.293595679,11.019872957525417
40.231945,29.009109,39.47,-1.03,-1.89,9.07,0.0,0.04,-0.03,2024-05-03 14:01:13.140,10.963888888888889,390672.293595679,9.32190431188821
40.231945,29.009109,39.47,-0.62,-1.77,9.8,0.02,-0.04,-0.01,2024-05-03 14:01:14.140,10.963888888888889,390672.293595679,9.977840447712122
40.231945,29.009109,39.47,-0.92,-1.09,10.07,0.05,0.01,-0.04,2024-05-03 14:01:15.140,10.963888888888889,390672.293595679,10.170516211087813
40.231945,29.009109,39.47,-0.46,-1.93,9.83,0.02,-0.04,-0.02,2024-05-03 14:01:16.140,10.963888888888889,390672.293595679,10.028230152923296
40.231945,29.009109,39.47,-1.69,-0.37,13.29,-0.01,0.04,-0.02,2024-05-03 14:01:17.140,10.963888888888889,390672.293595679,13.402130427659625
40.231842,29.009109,43.37,-1.3,-1.39,9.45,0.03,-0.02,-0.02,2024-05-03 14:01:18.140,12.047222222222222,471690.58063271607,9.639740660411979
40.231842,29.009109,43.37,-0.6,-1.23,8.67,-0.02,-0.01,0.0,2024-05-03 14:01:19.140,12.047222222222222,471690.58063271607,8.7773458402868
40.231842,29.009109,43.37,-1.01,-1.74,8.59,0.03,0.02,-0.02,2024-05-03 14:01:20.140,12.047222222222222,471690.58063271607,8.822459974406232
40.231842,29.009109,43.37,-1.07,-1.52,10.7,-0.02,0.0,-0.02,2024-05-03 14:01:21.140,12.047222222222222,471690.58063271607,10.860262427768491
40.231842,29.009109,43.37,-1.0,-1.68,10.49,-0.03,-0.01,-0.03,2024-05-03 14:01:22.140,12.047222222222222,471690.58063271607,10.67063728181218
40.231842,29.009109,43.37,-0.79,-2.04,9.39,0.01,0.02,-0.02,2024-05-03 14:01:23.140,12.047222222222222,471690.58063271607,9.641462544655765
40.231842,29.009109,43.37,-0.43,-1.44,9.7,-0.0,0.01,-0.02,2024-05-03 14:01:24.140,12.047222222222222,471690.58063271607,9.8157271763227
40.231727,29.009111,46.82,-0.64,-0.72,9.71,0.05,-0.01,-0.0,2024-05-03 14:01:25.140,13.005555555555556,549719.5447530865,9.7576687789656
40.231727,29.009111,46.82,-1.25,-0.18,10.31,0.04,-0.0,-0.02,2024-05-03 14:01:26.140,13.005555555555556,549719.5447530865,10.387059256594236
40.231727,29.009111,46.82,-1.16,-0.52,9.91,-0.04,0.01,-0.02,2024-05-03 14:01:27.140,13.005555555555556,549719.5447530865,9.99120112899345
40.231727,29.009111,46.82,-1.03,0.75,11.28,0.0,-0.03,0.01,2024-05-03 14:01:28.140,13.005555555555556,549719.5447530865,11.351731145512565
40.231727,29.009111,46.82,-0.11,-0.41,9.97,-0.39,0.0,0.03,2024-05-03 14:01:29.140,13.005555555555556,549719.5447530865,9.979033019285987
40.231727,29.009111,46.82,-1.35,3.85,10.88,-0.06,-0.06,-0.1,2024-05-03 14:01:30.140,13.005555555555556,549719.5447530865,11.619784851708745
40.231727,29.009111,46.82,-0.73,1.78,11.41,0.09,-0.09,-0.19,2024-05-03 14:01:31.140,13.005555555555556,549719.5447530865,11.571058724248184
40.231727,29.009111,46.82,-0.98,0.98,10.77,-0.0,-0.01,0.05,2024-05-03 14:01:32.140,13.005555555555556,549719.5447530865,10.858807485170736
40.231727,29.009111,46.82,-0.7,1.53,11.15,0.07,-0.03,-0.0,2024-05-03 14:01:33.140,13.005555555555556,549719.5447530865,11.276231640047131
40.231727,29.009111,46.82,-1.02,1.05,9.61,-0.02,-0.02,0.0,2024-05-03 14:01:34.140,13.005555555555556,549719.5447530865,9.720853871960013
40.231727,29.009111,46.82,-1.3,0.96,9.42,0.06,0.05,0.01,2024-05-03 14:01:35.140,13.005555555555556,549719.5447530865,9.557614765201619
40.231727,29.009111,46.82,-0.62,0.67,9.95,0.0,-0.01,-0.01,2024-05-03 14:01:36.140,13.005555555555556,549719.5447530865,9.991786627025217
40.231727,29.009111,46.82,-1.09,0.82,8.38,-0.03,0.0,0.01,2024-05-03 14:01:37.140,13.005555555555556,549719.5447530865,8.490282680806336
40.231727,29.009111,46.82,-0.44,1.73,10.53,0.04,0.0,-0.0,2024-05-03 14:01:38.140,13.005555555555556,549719.5447530865,10.68023407983177
40.231727,29.009111,46.82,-0.83,1.28,9.87,0.02,0.0,-0.0,2024-05-03 14:01:39.140,13.005555555555556,549719.5447530865,9.98720181031704
40.231727,29.009111,46.82,-0.38,1.58,9.96,0.04,-0.0,0.01,2024-05-03 14:01:40.140,13.005555555555556,549719.5447530865,10.091699559539018
40.231727,29.009111,46.82,-1.26,2.07,11.61,-0.0,-0.01,0.01,2024-05-03 14:01:41.140,13.005555555555556,549719.5447530865,11.860210790706883
40.231727,29.009111,46.82,-0.66,1.98,11.33,0.03,0.04,-0.01,2024-05-03 14:01:42.140,13.005555555555556,549719.5447530865,11.520629323088214
40.231727,29.009111,46.82,-1.57,1.15,10.08,0.02,0.01,0.01,2024-05-03 14:01:43.140,13.005555555555556,549719.5447530865,10.266148255309778
40.231727,29.009111,46.82,-1.15,1.51,10.32,0.04,-0.04,0.02,2024-05-03 14:01:44.140,13.005555555555556,549719.5447530865,10.493092966327898
40.231727,29.009111,46.82,-0.33,1.81,10.4,-0.0,0.02,-0.01,2024-05-03 14:01:45.140,13.005555555555556,549719.5447530865,10.56148663777974
40.231727,29.009111,46.82,-1.42,0.88,9.88,0.04,0.03,0.01,2024-05-03 14:01:46.140,13.005555555555556,549719.5447530865,10.020239518095364
40.231727,29.009111,46.82,-1.36,1.02,10.3,0.04,-0.01,-0.01,2024-05-03 14:01:47.140,13.005555555555556,549719.5447530865,10.439348638684313
40.23151,29.009111,38.17,-0.34,1.7,9.66,0.02,-0.0,0.0,2024-05-03 14:01:48.140,10.602777777777778,365361.4139660494,9.814336452353771
40.23151,29.009111,38.17,-0.8,0.88,10.22,0.01,-0.01,0.01,2024-05-03 14:01:49.140,10.602777777777778,365361.4139660494,10.28896496252174
40.23151,29.009111,38.17,-1.31,1.4,8.95,0.02,-0.02,0.01,2024-05-03 14:01:50.140,10.602777777777778,365361.4139660494,9.153065060404629
40.23151,29.009111,38.17,-0.4,1.9,10.84,0.04,-0.02,-0.01,2024-05-03 14:01:51.140,10.602777777777778,365361.4139660494,11.012520147541162
40.23151,29.009111,38.17,-0.79,1.24,9.2,0.05,-0.01,0.01,2024-05-03 14:01:52.140,10.602777777777778,365361.4139660494,9.316742993128017
40.23151,29.009111,38.17,0.27,1.69,10.34,0.04,-0.03,0.02,2024-05-03 14:01:53.140,10.602777777777778,365361.4139660494,10.480677459019526
40.23151,29.009111,38.17,-1.24,1.1,10.45,-0.01,-0.0,-0.01,2024-05-03 14:01:54.140,10.602777777777778,365361.4139660494,10.580647428205893
40.23151,29.009111,38.17,-0.82,2.06,10.2,0.01,-0.02,0.02,2024-05-03 14:01:55.140,10.602777777777778,365361.4139660494,10.438199078385122
40.23151,29.009111,38.17,-0.44,1.04,10.22,0.01,-0.06,0.01,2024-05-03 14:01:56.140,10.602777777777778,365361.4139660494,10.282198208554433
40.23151,29.009111,38.17,-1.37,1.85,11.02,0.02,-0.04,0.0,2024-05-03 14:01:57.140,10.602777777777778,365361.4139660494,11.25787724218025
40.23151,29.009111,38.17,-0.77,1.43,10.64,0.02,-0.01,0.0,2024-05-03 14:01:58.140,10.602777777777778,365361.4139660494,10.763243005711615
40.23143,29.009113,29.39,-1.28,1.94,11.8,-0.03,0.02,-0.01,2024-05-03 14:01:59.140,8.16388888888889,216609.5158179013,12.02672025117405
40.23143,29.009113,29.39,-0.32,1.27,9.69,0.03,0.0,0.01,2024-05-03 14:02:00.140,8.16388888888889,216609.5158179013,9.778108201487647
40.23143,29.009113,29.39,-1.01,1.31,10.41,0.01,-0.01,0.01,2024-05-03 14:02:01.140,8.16388888888889,216609.5158179013,10.54060244957564
40.23143,29.009113,29.39,-0.52,1.61,11.13,-0.01,0.03,-0.01,2024-05-03 14:02:02.140,8.16388888888889,216609.5158179013,11.257859476827734
40.23143,29.009113,29.39,-1.21,1.36,10.16,-0.01,-0.01,-0.0,2024-05-03 14:02:03.140,8.16388888888889,216609.5158179013,10.321787635870058
40.23143,29.009113,29.39,-1.01,1.98,10.89,0.03,-0.0,-0.0,2024-05-03 14:02:04.140,8.16388888888889,216609.5158179013,11.114522032008395
40.23143,29.009113,29.39,-1.25,1.53,10.41,0.04,-0.01,0.0,2024-05-03 14:02:05.140,8.16388888888889,216609.5158179013,10.59582464936071
40.231372,29.009115,29.39,-1.21,1.61,10.58,0.01,-0.01,-0.0,2024-05-03 14:02:06.140,8.16388888888889,216609.5158179013,10.769986072414394
40.23133,29.009119,13.2,-0.79,1.69,10.53,0.02,-0.01,0.0,2024-05-03 14:02:07.140,3.6666666666666665,43694.44444444444,10.693974939188887
40.23133,29.009119,13.2,-0.95,0.96,10.26,0.01,-0.01,-0.01,2024-05-03 14:02:08.140,3.6666666666666665,43694.44444444444,10.348511970326943
40.23133,29.009119,13.2,-0.99,0.76,10.41,0.01,-0.01,-0.01,2024-05-03 14:02:09.140,3.6666666666666665,43694.44444444444,10.484550538768936
40.231311,29.009122,5.33,-0.76,-0.05,10.02,0.15,0.02,0.01,2024-05-03 14:02:10.140,1.4805555555555556,7124.145447530865,10.048905413028823
40.231311,29.009122,5.33,-0.42,-0.24,9.56,0.14,0.1,0.05,2024-05-03 14:02:11.140,1.4805555555555556,7124.145447530865,9.572230670016264
40.231311,29.009122,5.33,-0.82,-0.21,10.13,0.02,0.0,-0.01,2024-05-03 14:02:12.140,1.4805555555555556,7124.145447530865,10.165303733779922
40.231304,29.009122,1.41,-0.75,-0.66,10.15,0.02,-0.0,-0.03,2024-05-03 14:02:13.140,0.39166666666666666,498.55902777777777,10.199048975272156
40.231304,29.009122,1.41,-0.82,-1.42,10.36,0.01,-0.01,-0.07,2024-05-03 14:02:14.140,0.39166666666666666,498.55902777777777,10.488965630604381
40.231304,29.00912,0.93,-0.65,-1.46,10.45,0.0,-0.01,0.01,2024-05-03 14:02:15.140,0.25833333333333336,216.89236111111114,10.571499420612007
40.231304,29.00912,0.93,-0.55,-1.71,10.5,0.01,-0.01,0.01,2024-05-03 14:02:16.140,0.25833333333333336,216.89236111111114,10.652539603305872
40.231227,29.009124,15.61,-0.57,-1.65,10.28,0.01,0.02,-0.01,2024-05-03 14:02:17.140,4.336111111111111,61106.04359567902,10.427166441560237
40.231178,29.009126,20.48,-0.25,-1.92,9.21,0.02,-0.03,-0.01,2024-05-03 14:02:18.140,5.688888888888889,105181.23456790124,9.411322967574751
40.231178,29.009126,20.48,-1.18,-1.06,11.31,-0.06,0.01,-0.02,2024-05-03 14:02:19.140,5.688888888888889,105181.23456790124,11.42068736985651
40.231178,29.009126,20.48,-0.67,-1.82,8.13,0.09,-0.04,0.01,2024-05-03 14:02:20.140,5.688888888888889,105181.23456790124,8.358121798586092
40.231178,29.009126,20.48,-0.69,-1.96,6.63,0.05,-0.01,-0.01,2024-05-03 14:02:21.140,5.688888888888889,105181.23456790124,6.947992515827863
40.231121,29.009128,25.22,-0.41,-2.14,8.02,0.06,0.0,-0.02,2024-05-03 14:02:22.140,7.0055555555555555,159502.87808641975,8.31072199029663
40.231121,29.009128,25.22,-0.62,-1.16,10.06,0.06,-0.01,-0.01,2024-05-03 14:02:23.140,7.0055555555555555,159502.87808641975,10.14561974450058
40.231121,29.009128,25.22,-0.64,-2.21,10.04,-0.01,-0.02,-0.02,2024-05-03 14:02:24.140,7.0055555555555555,159502.87808641975,10.300257278340187
40.231121,29.009128,25.22,-0.53,-1.45,9.39,-0.0,0.01,-0.01,2024-05-03 14:02:25.140,7.0055555555555555,159502.87808641975,9.516065363373668
40.231121,29.009128,25.22,-1.29,-1.42,10.23,0.04,-0.0,-0.01,2024-05-03 14:02:26.140,7.0055555555555555,159502.87808641975,10.408333199893248
40.231121,29.009128,25.22,-0.8,-1.61,11.61,-0.02,0.01,-0.02,2024-05-03 14:02:27.140,7.0055555555555555,159502.87808641975,11.748370099720216
40.231121,29.009128,25.22,-0.62,-1.89,9.06,0.03,0.0,-0.01,2024-05-03 14:02:28.140,7.0055555555555555,159502.87808641975,9.275780290627846
40.231121,29.009128,25.22,-0.82,-1.59,9.19,0.03,-0.03,-0.02,2024-05-03 14:02:29.140,7.0055555555555555,159502.87808641975,9.362510347123788
40.231121,29.009128,25.22,-1.3,-1.24,10.2,-0.06,0.0,-0.03,2024-05-03 14:02:30.140,7.0055555555555555,159502.87808641975,10.357007289753154
40.231121,29.009128,25.22,-0.62,-1.12,9.96,-0.06,-0.04,-0.0,2024-05-03 14:02:31.140,7.0055555555555555,159502.87808641975,10.041932085012327
40.231048,29.009128,29.72,-0.59,-1.34,9.92,-0.06,-0.03,-0.01,2024-05-03 14:02:32.140,8.255555555555556,221501.14197530868,10.02746727743352
40.231048,29.009128,29.72,-0.56,-1.68,9.95,-0.06,-0.01,-0.0,2024-05-03 14:02:33.140,8.255555555555556,221501.14197530868,10.106359384071
40.231048,29.009128,29.72,-0.59,-1.53,10.03,0.01,-0.01,-0.01,2024-05-03 14:02:34.140,8.255555555555556,221501.14197530868,10.163163877454696
40.231048,29.009128,29.72,-0.66,-2.0,8.89,0.02,0.01,-0.02,2024-05-03 14:02:35.140,8.255555555555556,221501.14197530868,9.136065892932253
40.231048,29.009128,29.72,-0.54,-2.42,8.3,0.01,-0.02,-0.0,2024-05-03 14:02:36.140,8.255555555555556,221501.14197530868,8.662447691039757
40.231048,29.009128,29.72,-0.75,-1.56,8.76,0.03,-0.01,-0.03,2024-05-03 14:02:37.140,8.255555555555556,221501.14197530868,8.9293728783157
40.231048,29.009128,29.72,-0.71,-0.96,11.49,0.01,0.01,-0.01,2024-05-03 14:02:38.140,8.255555555555556,221501.14197530868,11.551874306795414
40.231048,29.009128,29.72,-0.68,-1.64,7.65,0.06,0.03,-0.02,2024-05-03 14:02:39.140,8.255555555555556,221501.14197530868,7.853311403478154
40.231048,29.009128,29.72,-0.59,-1.69,9.83,-0.03,-0.0,-0.01,2024-05-03 14:02:40.140,8.255555555555556,221501.14197530868,9.991651515140028
40.230968,29.009128,34.17,-1.03,-1.09,11.46,-0.06,0.04,-0.03,2024-05-03 14:02:41.140,9.491666666666667,292798.1423611111,11.557707385117517
40.230968,29.009128,34.17,-0.67,-1.92,9.56,0.01,-0.01,-0.01,2024-05-03 14:02:42.140,9.491666666666667,292798.1423611111,9.773888683630483
40.230968,29.009128,34.17,0.05,-1.82,11.13,0.07,-0.07,-0.0,2024-05-03 14:02:43.140,9.491666666666667,292798.1423611111,11.277934208001039
40.230968,29.009128,34.17,-0.91,-0.98,11.61,0.02,0.02,-0.02,2024-05-03 14:02:44.140,9.491666666666667,292798.1423611111,11.686770298076366
40.230968,29.009128,34.17,-0.39,-1.63,9.65,-0.01,0.0,-0.01,2024-05-03 14:02:45.140,9.491666666666667,292798.1423611111,9.794462721354346
40.230968,29.009128,34.17,-0.8,-1.4,9.45,0.05,0.01,-0.01,2024-05-03 14:02:46.140,9.491666666666667,292798.1423611111,9.586579160472205
40.230968,29.009128,34.17,-0.68,-1.19,10.97,0.0,0.0,-0.02,2024-05-03 14:02:47.140,9.491666666666667,292798.1423611111,11.055288327311958
40.230876,29.009128,38.02,-0.45,-1.2,10.24,0.01,0.01,-0.0,2024-05-03 14:02:48.140,10.561111111111112,362495.47067901236,10.31988856528984
40.230876,29.009128,38.02,-0.9,-1.68,9.53,-0.03,0.02,-0.01,2024-05-03 14:02:49.140,10.561111111111112,362495.47067901236,9.718708761970388
40.230876,29.009128,38.02,-0.35,-1.3,10.81,0.02,0.01,-0.01,2024-05-03 14:02:50.140,10.561111111111112,362495.47067901236,10.893511830442927
40.230876,29.009128,38.02,-0.62,-1.33,10.97,0.01,0.0,-0.01,2024-05-03 14:02:51.140,10.561111111111112,362495.47067901236,11.067709790195984
40.230876,29.009128,38.02,-0.69,-1.32,8.88,0.0,-0.02,-0.0,2024-05-03 14:02:52.140,10.561111111111112,362495.47067901236,9.004049089159833
40.230876,29.009128,38.02,-0.14,-1.83,9.72,0.06,-0.01,0.0,2024-05-03 14:02:53.140,10.561111111111112,362495.47067901236,9.89175919642204
40.230773,29.009126,42.04,-0.26,-1.67,10.06,0.02,-0.01,0.01,2024-05-03 14:02:54.140,11.677777777777777,443204.1049382716,10.200985246533788
40.230773,29.009126,42.04,-0.08,-1.64,8.9,0.0,-0.02,0.02,2024-05-03 14:02:55.140,11.677777777777777,443204.1049382716,9.050193368099933
40.230773,29.009126,42.04,-0.87,-0.66,12.41,0.01,-0.01,0.02,2024-05-03 14:02:56.140,11.677777777777777,443204.1049382716,12.457953282943391
40.230773,29.009126,42.04,-0.47,-1.83,8.72,0.02,-0.03,-0.0,2024-05-03 14:02:57.140,11.677777777777777,443204.1049382716,8.922342741679453
40.230773,29.009126,42.04,-0.08,-1.26,8.4,0.02,-0.05,0.02,2024-05-03 14:02:58.140,11.677777777777777,443204.1049382716,8.494351064089592
40.230773,29.009126,42.04,-0.91,-1.1,11.31,0.01,0.03,0.02,2024-05-03 14:02:59.140,11.677777777777777,443204.1049382716,11.399745611196769
40.230773,29.009126,42.04,-0.5,-1.3,7.89,0.06,-0.02,0.02,2024-05-03 14:03:00.140,11.677777777777777,443204.1049382716,8.01199725411835
40.230773,29.009126,42.04,0.11,-1.37,10.2,-0.01,-0.05,0.01,2024-05-03 14:03:01.140,11.677777777777777,443204.1049382716,10.292181498593969
40.230663,29.009128,45.73,-0.26,-0.89,10.12,0.01,-0.03,0.01,2024-05-03 14:03:02.140,12.702777777777778,524421.830632716,10.162386530731844
40.230663,29.009128,45.73,-0.31,-1.14,10.7,0.06,-0.02,0.01,2024-05-03 14:03:03.140,12.702777777777778,524421.830632716,10.76502206221613
40.230663,29.009128,45.73,-0.38,-1.08,10.24,-0.02,-0.02,0.0,2024-05-03 14:03:04.140,12.702777777777778,524421.830632716,10.30380512238076
40.230663,29.009128,45.73,-0.69,-0.09,10.01,-0.01,-0.03,0.04,2024-05-03 14:03:05.140,12.702777777777778,524421.830632716,10.03415666610802
40.230663,29.009128,45.73,-0.48,0.9,9.85,-0.27,-0.06,-0.03,2024-05-03 14:03:06.140,12.702777777777778,524421.830632716,9.902671356760255
40.230541,29.009132,48.69,-1.07,0.88,13.18,0.03,0.0,0.01,2024-05-03 14:03:07.140,13.525,594508.28125,13.25261106348481
40.230541,29.009132,48.69,-1.16,0.76,9.91,0.0,0.02,-0.01,2024-05-03 14:03:08.140,13.525,594508.28125,10.006562846452322
40.230541,29.009132,48.69,-0.81,0.7,9.67,-0.02,0.01,-0.01,2024-05-03 14:03:09.140,13.525,594508.28125,9.729080120956965
40.230541,29.009132,48.69,-1.57,1.48,11.83,-0.02,0.02,-0.03,2024-05-03 14:03:10.140,13.525,594508.28125,12.02514864772989
40.230541,29.009132,48.69,-0.85,1.18,9.28,0.03,0.03,-0.02,2024-05-03 14:03:11.140,13.525,594508.28125,9.393258220660178
40.230541,29.009132,48.69,-1.17,1.23,9.75,0.06,0.01,0.01,2024-05-03 14:03:12.140,13.525,594508.28125,9.896681261918058
40.230541,29.009132,48.69,-1.41,0.87,9.89,0.03,0.02,-0.02,2024-05-03 14:03:13.140,13.525,594508.28125,10.027816312637563
40.230541,29.009132,48.69,-0.54,2.0,10.45,0.04,0.01,-0.0,2024-05-03 14:03:14.140,13.525,594508.28125,10.65336097201254
40.230541,29.009132,48.69,-0.82,1.5,10.3,0.02,0.0,0.0,2024-05-03 14:03:15.140,13.525,594508.28125,10.44090034431897
40.230541,29.009132,48.69,-1.41,0.81,9.54,0.0,-0.03,0.01,2024-05-03 14:03:16.140,13.525,594508.28125,9.677592675867277
40.230541,29.009132,48.69,-0.23,1.61,10.22,0.01,-0.0,-0.01,2024-05-03 14:03:17.140,13.525,594508.28125,10.348594107413819
40.23043,29.009136,42.5,0.27,1.71,9.65,0.04,-0.02,0.01,2024-05-03 14:03:18.140,11.805555555555555,452956.21141975303,9.804055283401864
