Latitude,Longitude,Speed,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
40.22911,29.009027,45.54,-0.56,2.31,12.78,-0.04,-0.0,-0.02
40.228885,29.009029,42.97,-0.34,1.28,10.36,-0.0,-0.03,-0.0
40.228885,29.009029,42.97,-0.47,1.19,8.5,0.03,-0.01,-0.02
40.228885,29.009029,42.97,-1.25,3.97,10.07,0.05,0.03,0.02
40.228885,29.009029,42.97,-0.62,1.64,8.05,0.01,-0.0,-0.01
40.228885,29.009029,42.97,-0.89,3.73,13.78,0.02,0.0,-0.01
40.228885,29.009029,42.97,-1.17,2.87,12.6,0.01,-0.01,-0.02
40.228885,29.009029,42.97,-1.25,3.11,11.23,-0.02,0.01,-0.07
40.228885,29.009029,42.97,-0.53,3.47,12.71,-0.02,0.03,0.0
40.228885,29.009029,42.97,0.96,0.71,11.87,0.06,0.02,-0.01
40.228885,29.009029,42.97,-1.21,1.72,10.59,-0.0,0.01,-0.01
40.228885,29.009029,42.97,-1.39,2.21,10.27,0.05,0.01,0.02
40.228885,29.009029,42.97,-0.53,0.7,6.97,0.04,-0.05,-0.01
40.228885,29.009029,42.97,-0.29,1.45,9.38,0.01,0.0,-0.01
40.228885,29.009029,42.97,-0.44,1.47,10.2,0.01,-0.01,0.0
40.228885,29.009029,42.97,-0.88,1.83,12.45,0.0,0.0,-0.02
40.228706,29.009027,28.5,-0.11,1.65,10.92,0.02,-0.01,-0.01
40.228706,29.009027,28.5,-0.7,1.59,11.38,0.01,-0.0,-0.01
40.228706,29.009027,28.5,-1.06,2.43,11.19,0.01,0.02,-0.0
40.228706,29.009027,28.5,-0.05,2.09,9.88,0.01,-0.01,-0.01
40.228706,29.009027,28.5,-0.32,1.42,10.11,0.0,-0.0,-0.01
40.228599,29.009023,15.08,-0.16,1.65,10.18,0.01,-0.0,-0.01
40.228599,29.009023,15.08,-0.68,1.7,9.85,0.03,0.02,-0.0
40.228599,29.009023,15.08,-0.19,1.01,10.17,-0.0,-0.0,-0.01
40.228599,29.009023,15.08,-0.34,0.8,9.98,0.01,0.01,-0.01
40.228572,29.009021,8.09,-0.4,-0.0,9.8,0.01,-0.0,0.0
40.228572,29.009021,8.09,-0.17,0.02,10.36,0.01,0.0,-0.01
40.228553,29.009019,6.67,-0.48,-1.43,10.47,0.02,0.0,-0.01
40.228538,29.009019,6.04,-0.27,-1.24,10.02,0.01,-0.01,-0.01
40.228538,29.009019,6.04,-0.07,-1.01,9.79,0.01,-0.01,-0.01
40.228515,29.009019,8.59,-0.02,-1.48,10.34,-0.0,0.01,-0.0
40.228408,29.009019,18.45,0.89,-0.6,9.55,0.02,-0.01,-0.02
40.228408,29.009019,18.45,-0.22,-1.12,10.38,0.0,-0.0,-0.01
40.228408,29.009019,18.45,-0.28,-0.75,10.42,-0.01,0.0,-0.02
40.228408,29.009019,18.45,-0.72,-0.99,10.25,0.0,0.02,-0.01
40.228359,29.009019,19.83,-0.29,-0.96,11.08,0.01,0.01,-0.01
40.228305,29.009019,21.24,0.06,-0.81,9.68,0.0,0.0,-0.01
40.228305,29.009019,21.24,-0.24,-0.25,9.95,-0.0,-0.02,-0.02
40.228305,29.009019,21.24,0.06,-0.19,11.48,0.0,-0.02,-0.0
40.228305,29.009019,21.24,-0.81,0.49,11.43,0.03,-0.01,-0.01
40.228305,29.009019,21.24,-0.79,-1.27,10.65,0.0,-0.02,-0.01
40.228305,29.009019,21.24,-0.57,-0.44,10.83,-0.01,0.0,-0.01
40.228195,29.009019,21.96,-0.38,0.04,9.86,0.02,0.02,-0.04
40.228141,29.009017,20.85,-0.96,0.03,9.92,0.02,0.03,-0.06
40.228141,29.009017,20.85,-0.4,0.11,10.94,0.03,-0.0,-0.06
40.228141,29.009017,20.85,-1.75,-0.49,10.69,0.01,0.01,-0.05
40.228092,29.009016,19.5,-1.03,-1.01,9.87,0.01,-0.01,-0.05
40.228092,29.009016,19.5,-0.75,-0.21,10.1,-0.0,-0.02,-0.05
40.227874,29.009239,15.2,1.13,-1.5,10.42,0.01,0.01,0.22
40.227874,29.009239,15.2,1.14,-1.44,10.02,-0.02,0.04,0.17
40.227874,29.009239,15.2,1.35,-1.43,9.99,0.0,0.04,0.15
40.227928,29.009241,23.5,0.73,-1.89,10.59,0.0,0.06,0.11
40.227928,29.009241,23.5,-0.26,-1.76,10.6,0.01,0.08,0.09
40.227928,29.009241,23.5,-0.3,-1.23,9.58,0.02,0.07,0.06
40.227928,29.009241,23.5,-0.18,-1.49,8.89,0.0,0.05,0.03
40.227928,29.009241,23.5,-0.59,-1.26,9.93,0.03,0.06,-0.01
40.227928,29.009241,23.5,-0.29,-1.83,10.28,-0.0,-0.01,-0.03
40.227928,29.009241,23.5,-0.13,-1.27,10.04,0.03,0.02,-0.02
40.227928,29.009241,23.5,0.18,-1.79,8.26,0.0,-0.01,-0.03
40.227928,29.009241,23.5,-0.34,-1.05,11.62,0.01,-0.0,-0.03
40.227928,29.009241,23.5,-0.3,-1.53,10.66,0.05,0.01,-0.02
40.227928,29.009241,23.5,-0.34,-1.46,9.56,0.03,-0.02,-0.02
40.227928,29.009241,23.5,-0.16,-1.4,8.18,0.02,-0.02,-0.03
40.227928,29.009241,23.5,-0.31,-1.51,10.02,0.02,-0.01,-0.02
40.227928,29.009241,23.5,-0.27,-1.19,11.1,0.01,-0.0,-0.02
40.227928,29.009241,23.5,-0.33,-1.01,11.23,-0.01,-0.01,-0.03
40.227928,29.009241,23.5,-0.01,-1.14,10.99,-0.0,-0.0,-0.02
40.227928,29.009241,23.5,-0.49,-1.35,9.3,0.0,0.01,-0.02
40.228073,29.009237,31.37,0.06,-1.36,11.51,-0.01,-0.0,-0.0
40.228073,29.009237,31.37,0.08,-0.88,10.36,0.04,-0.0,-0.0
40.228073,29.009237,31.37,-0.73,-1.66,9.75,0.0,-0.0,-0.01
40.228073,29.009237,31.37,-0.26,-1.27,10.79,0.02,0.01,-0.01
40.228073,29.009237,31.37,0.13,-1.22,11.02,0.01,0.01,-0.02
40.228073,29.009237,31.37,-0.57,-1.04,10.64,0.02,0.01,-0.0
40.228073,29.009237,31.37,-0.25,-1.19,10.57,0.01,-0.01,-0.01
40.228248,29.009237,37.54,-0.22,-0.86,10.69,0.0,0.01,-0.01
40.228248,29.009237,37.54,0.14,-0.84,9.65,0.0,-0.01,0.01
40.228248,29.009237,37.54,-0.19,-0.51,9.89,0.03,-0.0,-0.01
40.228248,29.009237,37.54,-0.19,-0.69,9.38,0.0,0.0,-0.01
40.228347,29.009235,39.76,0.08,-0.46,9.25,0.03,0.0,-0.01
40.228347,29.009235,39.76,0.35,-0.89,9.92,0.0,-0.0,-0.02
40.228347,29.009235,39.76,-0.47,-0.85,10.06,0.01,0.01,-0.01
40.228347,29.009235,39.76,-0.31,-0.46,9.7,0.01,-0.01,-0.01
40.228454,29.009235,42.17,-0.08,-0.79,10.75,0.0,-0.0,-0.01
40.228454,29.009235,42.17,0.04,-0.39,10.73,-0.0,0.01,-0.01
40.228454,29.009235,42.17,-0.23,-0.58,11.1,-0.01,-0.02,-0.01
40.228454,29.009235,42.17,-0.2,-0.77,9.53,0.02,-0.01,-0.01
40.228454,29.009235,42.17,0.2,-0.77,9.27,0.0,-0.01,-0.01
40.228565,29.009231,43.82,-0.24,-0.76,9.74,0.01,0.0,-0.01
40.228683,29.009233,46.39,-0.87,-0.79,9.02,0.02,-0.01,-0.01
40.228805,29.009235,48.11,-0.24,0.0,9.67,0.01,0.02,-0.02
40.228805,29.009235,48.11,0.04,-0.58,9.2,0.03,0.03,-0.01
40.228805,29.009235,48.11,-0.27,-0.11,9.6,0.02,0.03,-0.01
40.228805,29.009235,48.11,-0.7,-0.2,10.71,0.01,0.01,-0.03
40.228805,29.009235,48.11,-0.15,-0.13,10.77,0.01,0.0,-0.02
40.228927,29.009237,48.91,-0.68,0.23,11.01,0.01,0.0,-0.02
40.228927,29.009237,48.91,-0.89,-0.14,10.33,-0.01,0.0,-0.01
40.228927,29.009237,48.91,-0.47,-0.53,10.75,-0.01,0.0,-0.02
40.228927,29.009237,48.91,-1.27,-0.06,11.56,0.0,-0.0,-0.02
40.229053,29.009241,48.58,-0.13,0.18,11.03,0.0,-0.0,-0.03
40.229053,29.009241,48.58,-0.77,-0.07,10.62,0.04,0.02,-0.01
40.229053,29.009241,48.58,-0.71,-0.05,8.99,0.02,-0.01,-0.02
40.229171,29.009244,48.24,-0.78,-0.6,11.53,0.01,0.01,-0.01
40.229171,29.009244,48.24,-0.13,0.03,8.54,0.0,-0.0,-0.0
40.229293,29.009248,47.78,-0.37,0.03,10.99,-0.01,0.0,-0.01
40.229293,29.009248,47.78,-0.46,0.06,10.04,0.02,0.0,-0.0
40.229293,29.009248,47.78,-0.45,-0.32,10.31,-0.0,0.01,-0.01
40.22953,29.009254,46.43,-0.2,0.18,10.47,0.02,-0.01,0.0
40.22953,29.009254,46.43,0.11,-0.15,9.3,0.04,-0.01,0.0
40.229648,29.009258,47.08,-0.35,-0.06,10.78,0.02,0.0,-0.0
40.229648,29.009258,47.08,0.08,0.09,9.46,-0.02,0.02,0.0
40.229648,29.009258,47.08,-0.17,-0.14,9.29,-0.03,-0.0,0.0
40.229648,29.009258,47.08,-0.53,0.57,11.64,-0.01,0.01,0.01
40.229648,29.009258,47.08,-0.04,0.18,9.42,0.03,0.02,-0.01
40.229648,29.009258,47.08,-0.05,-0.16,11.07,-0.01,0.01,0.0
40.229766,29.00926,45.67,-0.47,0.26,10.83,0.05,-0.01,0.01
40.229766,29.00926,45.67,-0.1,0.44,10.34,0.01,-0.02,-0.01
40.229766,29.00926,45.67,0.78,0.08,10.99,0.01,-0.03,-0.01
40.229766,29.00926,45.67,0.06,0.41,9.73,0.01,-0.02,-0.0
40.229766,29.00926,45.67,-0.19,-0.45,9.3,0.01,-0.01,0.0
40.229877,29.009258,44.61,-0.39,-0.02,9.58,0.03,-0.01,0.01
40.229877,29.009258,44.61,-0.11,-0.01,10.24,0.02,-0.01,0.0
40.229877,29.009258,44.61,0.35,-0.14,9.59,-0.0,-0.03,0.01
40.229877,29.009258,44.61,0.23,0.29,10.36,0.04,-0.0,0.01
40.229877,29.009258,44.61,-0.74,-0.1,10.38,-0.0,0.03,-0.0
40.229877,29.009258,44.61,-0.34,0.41,10.7,0.03,-0.01,0.0
40.229988,29.009258,44.37,0.67,0.57,10.35,0.01,-0.01,-0.01
40.229988,29.009258,44.37,-0.23,-0.2,11.4,-0.0,-0.02,-0.02
40.229988,29.009258,44.37,-0.24,-0.29,10.62,-0.03,-0.01,-0.03
40.229988,29.009258,44.37,-0.35,-0.05,10.65,0.01,-0.01,-0.02
40.229988,29.009258,44.37,-0.23,-0.31,10.39,0.0,-0.0,-0.03
40.229988,29.009258,44.37,-0.85,0.02,10.27,0.02,-0.0,-0.03
40.229988,29.009258,44.37,-0.44,-0.09,8.78,0.02,-0.0,-0.02
40.230209,29.009256,42.69,0.09,0.14,9.89,0.01,0.01,-0.02
40.230209,29.009256,42.69,-0.27,-0.27,9.42,0.0,0.02,-0.02
40.230209,29.009256,42.69,-0.7,-0.02,10.82,-0.01,0.01,-0.02
40.230209,29.009256,42.69,-0.58,0.19,10.41,0.0,0.01,-0.02
40.230209,29.009256,42.69,-0.46,0.19,9.6,-0.02,0.01,-0.01
40.230312,29.009258,41.48,-0.55,-0.51,8.47,0.01,0.01,-0.02
40.230312,29.009258,41.48,-0.91,-0.06,10.35,0.03,0.01,-0.02
40.230312,29.009258,41.48,-0.26,-0.07,10.64,0.02,-0.01,-0.01
40.230312,29.009258,41.48,-0.97,0.12,10.64,0.02,-0.01,-0.02
40.230312,29.009258,41.48,0.14,0.2,10.01,0.02,-0.03,-0.02
40.230312,29.009258,41.48,-0.91,0.01,10.96,0.02,-0.0,-0.02
40.230312,29.009258,41.48,-0.94,0.23,10.55,0.03,0.02,-0.02
40.230411,29.00926,40.06,-0.67,0.87,9.92,0.01,0.01,-0.01
40.230411,29.00926,40.06,-0.92,0.47,10.31,0.01,-0.01,-0.02
40.230411,29.00926,40.06,-0.96,0.47,10.64,-0.0,-0.01,-0.02
40.23051,29.009263,39.17,-0.03,0.51,10.42,-0.0,-0.01,-0.01
40.23051,29.009263,39.17,-0.83,0.68,8.25,0.03,0.01,-0.01
40.230602,29.009267,36.02,-0.3,0.24,9.89,0.01,-0.0,-0.03
40.230602,29.009267,36.02,-0.19,0.62,10.64,0.01,0.0,-0.02
40.23069,29.009275,34.47,0.03,0.34,10.15,-0.01,-0.01,-0.02
40.23077,29.009284,30.89,-0.66,0.73,10.43,0.01,0.01,-0.02
40.230842,29.009292,28.08,0.76,0.81,9.91,0.01,-0.02,0.11
40.230842,29.009292,28.08,0.89,0.8,9.6,0.01,-0.03,0.12
40.231056,29.009229,17.21,1.78,0.38,9.73,-0.02,-0.02,0.33
40.231082,29.009183,17.48,1.54,0.75,10.1,-0.01,-0.01,0.35
40.231082,29.009183,17.48,1.6,0.67,9.85,0.0,0.0,0.35
40.231082,29.009183,17.48,1.45,0.56,9.76,0.01,0.01,0.36
40.231094,29.009136,16.22,1.1,0.47,10.14,-0.01,0.0,0.35
40.231094,29.009136,16.22,1.29,0.65,9.7,0.01,-0.01,0.36
40.23109,29.009088,15.26,1.53,0.59,9.69,0.01,-0.01,0.36
40.23109,29.009088,15.26,0.9,0.18,9.34,0.0,-0.02,0.35
40.23109,29.009088,15.26,1.16,-0.02,10.05,-0.02,-0.04,0.36
40.231052,29.009019,12.37,2.21,-0.72,10.92,0.01,0.0,0.37
40.231052,29.009019,12.37,2.17,-1.15,10.53,-0.02,-0.01,0.32
40.23101,29.009006,18.09,1.6,-1.42,10.29,0.02,0.02,0.22
40.23101,29.009006,18.09,0.88,-1.59,10.02,-0.02,0.05,0.17
40.23101,29.009006,18.09,1.02,-1.48,10.3,-0.02,0.04,0.15
40.23101,29.009006,18.09,0.95,-1.3,9.62,0.0,0.06,0.13
40.23101,29.009006,18.09,0.96,-1.57,10.38,0.0,0.06,0.11
40.23101,29.009006,18.09,0.29,-1.66,10.31,0.01,0.07,0.1
40.23101,29.009006,18.09,0.28,-1.31,10.45,-0.01,0.06,0.08
40.230957,29.009008,23.95,-0.46,-1.58,10.81,0.02,0.07,0.03
40.230957,29.009008,23.95,0.15,-2.02,10.69,-0.02,0.03,0.01
40.230957,29.009008,23.95,-0.47,-1.35,10.62,0.02,0.05,-0.01
40.230957,29.009008,23.95,-0.37,-1.11,9.28,0.01,0.03,-0.01
40.230957,29.009008,23.95,-0.54,-2.06,10.29,-0.01,0.0,-0.02
40.230957,29.009008,23.95,-0.62,-1.16,10.84,0.04,0.02,-0.02
40.230957,29.009008,23.95,-0.37,-1.8,9.79,0.01,-0.02,-0.03
40.230957,29.009008,23.95,-0.1,-1.1,9.5,0.02,0.01,-0.03
40.230957,29.009008,23.95,-0.14,-1.76,9.19,0.05,0.01,-0.03
40.230957,29.009008,23.95,-0.43,-1.05,12.77,-0.01,0.01,-0.04
40.230957,29.009008,23.95,0.41,-1.29,9.79,0.02,0.0,-0.03
40.230957,29.009008,23.95,-0.16,-1.61,8.42,0.02,-0.03,-0.04
40.230892,29.009012,23.95,-0.19,-1.89,8.54,0.0,-0.0,-0.02
40.230892,29.009012,23.95,0.17,-1.44,10.06,0.03,0.01,-0.02
40.230892,29.009012,23.95,0.15,-1.44,10.32,0.01,0.02,-0.02
40.230892,29.009012,23.95,-0.7,-1.17,11.68,0.01,0.03,-0.03
40.23072,29.00901,36.61,0.19,-1.3,10.1,0.04,-0.0,-0.01
40.23072,29.00901,36.61,-0.1,-1.04,11.01,-0.01,0.0,-0.0
40.23072,29.00901,36.61,-0.42,-1.3,10.94,0.0,0.02,-0.01
40.23072,29.00901,36.61,-0.16,-1.25,10.09,0.01,0.02,-0.02
40.230621,29.009016,40.61,-0.02,-1.11,10.7,-0.0,-0.0,-0.01
40.230514,29.009023,43.39,-0.97,-0.56,11.32,0.02,0.04,-0.01
40.230514,29.009023,43.39,-0.04,-0.06,10.95,0.01,0.01,-0.01
40.230514,29.009023,43.39,-0.19,-0.04,9.42,0.02,0.0,-0.0
40.2304,29.009031,45.11,-0.41,0.03,10.86,0.01,0.01,-0.01
40.2304,29.009031,45.11,-0.29,0.05,10.83,0.03,0.01,-0.01
40.2304,29.009031,45.11,0.13,-0.25,9.66,0.02,0.0,-0.01
40.230178,29.009035,44.6,-0.17,-0.36,10.39,-0.0,0.01,-0.02
40.230178,29.009035,44.6,-0.29,-0.4,10.18,0.03,0.02,-0.01
40.230068,29.009033,43.99,-0.1,-0.05,10.97,-0.01,-0.0,-0.01
40.230068,29.009033,43.99,0.01,-0.17,10.48,0.0,-0.0,-0.01
40.230068,29.009033,43.99,-0.79,-0.33,11.09,-0.0,-0.01,-0.01
40.229957,29.009027,43.82,0.02,-0.74,10.25,0.0,-0.02,0.0
40.229957,29.009027,43.82,0.48,-0.04,9.8,0.05,0.0,0.0
40.229957,29.009027,43.82,-0.25,-0.94,9.8,-0.0,-0.01,-0.0
40.22985,29.009025,43.28,0.24,-0.13,10.57,0.03,0.01,0.0
40.22985,29.009025,43.28,-0.38,-0.09,9.91,0.03,-0.0,-0.01
40.229743,29.009025,43.19,-0.14,-0.1,11.03,0.01,-0.0,-0.01
40.229743,29.009025,43.19,-0.17,-0.25,10.58,-0.0,0.0,-0.01
40.229743,29.009025,43.19,0.28,-0.23,9.89,-0.01,-0.02,-0.01
40.229743,29.009025,43.19,-0.51,-0.5,10.41,-0.0,-0.01,-0.0
40.229637,29.009023,42.65,0.07,0.04,10.0,0.03,0.01,-0.01
40.229637,29.009023,42.65,-0.23,-0.29,10.45,0.03,0.01,-0.01
40.22953,29.009025,42.87,-0.54,-0.69,9.41,-0.02,0.02,-0.01
40.22953,29.009025,42.87,-0.24,-0.44,10.13,0.01,0.0,-0.02
40.22953,29.009025,42.87,0.08,-0.58,9.65,-0.01,-0.02,-0.02
40.22953,29.009025,42.87,-0.86,-0.4,9.87,0.03,-0.01,-0.01
40.22953,29.009025,42.87,-0.09,-0.51,9.72,0.02,-0.02,-0.02
40.229419,29.009025,43.41,-0.87,-0.15,11.24,0.01,-0.0,-0.01
40.229419,29.009025,43.41,-0.01,-0.0,10.17,0.01,0.01,-0.01
40.229419,29.009025,43.41,-0.62,-0.75,10.44,0.0,0.02,-0.02
40.229419,29.009025,43.41,-0.58,-0.82,9.15,-0.01,0.01,-0.02
40.229419,29.009025,43.41,-1.08,-1.02,9.66,0.01,0.03,-0.02
40.229419,29.009025,43.41,-1.08,-0.41,9.22,-0.0,0.03,-0.0
40.229312,29.009027,43.8,0.27,-0.4,10.31,0.02,-0.0,-0.01
40.229312,29.009027,43.8,-0.23,-0.79,9.98,0.02,0.01,-0.02
40.229312,29.009027,43.8,-0.32,-0.4,9.04,0.02,-0.02,-0.02
40.229312,29.009027,43.8,-0.27,-0.42,9.51,0.01,-0.0,-0.01
40.229312,29.009027,43.8,-0.28,-0.51,10.74,-0.0,-0.01,-0.01
40.229202,29.009027,43.87,-0.11,-0.41,9.66,-0.0,-0.0,-0.01
40.229202,29.009027,43.87,-0.33,-0.3,9.51,0.03,0.0,-0.0
40.229202,29.009027,43.87,-0.4,-0.3,10.01,0.0,0.01,-0.01
40.229202,29.009027,43.87,-0.41,-0.3,10.23,0.0,0.01,-0.01
40.229091,29.009027,44.34,0.04,0.22,10.32,0.03,0.01,-0.0
40.229091,29.009027,44.34,-0.79,-0.37,10.26,0.02,0.0,-0.0
40.229091,29.009027,44.34,-0.28,-0.07,10.9,0.01,-0.01,-0.01
40.229091,29.009027,44.34,-0.3,-0.21,10.24,-0.01,-0.01,-0.01
40.228981,29.009027,44.26,-0.71,0.21,10.09,0.0,0.0,-0.01
40.228981,29.009027,44.26,-0.73,0.39,10.39,0.01,0.0,-0.01
40.228981,29.009027,44.26,0.05,0.81,9.23,-0.0,-0.01,-0.01
40.228981,29.009027,44.26,-0.14,1.42,9.54,0.01,0.0,-0.0
40.228981,29.009027,44.26,-1.73,2.53,11.63,0.07,0.03,0.0
40.228981,29.009027,44.26,-0.04,1.74,10.91,0.02,-0.01,-0.01
40.228981,29.009027,44.26,-0.29,1.08,9.25,0.03,0.03,-0.01
40.228981,29.009027,44.26,0.22,2.04,8.48,-0.01,-0.01,0.0
40.228981,29.009027,44.26,-1.1,2.24,11.73,0.02,0.03,-0.0
40.228981,29.009027,44.26,-0.52,1.29,9.95,-0.01,0.0,-0.01
40.228981,29.009027,44.26,-0.23,2.72,10.06,0.02,-0.0,-0.0
40.228981,29.009027,44.26,-0.0,2.63,11.1,-0.01,0.01,0.0
40.228981,29.009027,44.26,-0.15,1.64,9.85,-0.03,-0.02,-0.01
40.228981,29.009027,44.26,-0.46,2.23,10.22,-0.01,0.01,-0.01
40.228981,29.009027,44.26,-1.61,2.51,11.04,0.02,0.01,-0.02
40.228981,29.009027,44.26,-0.98,1.52,9.72,0.01,0.01,-0.01
40.228981,29.009027,44.26,-1.23,2.4,11.09,0.03,0.0,0.0
40.228981,29.009027,44.26,-0.4,1.57,9.12,0.02,0.02,-0.0
40.228981,29.009027,44.26,-0.6,2.67,8.69,0.03,-0.01,-0.03
40.228981,29.009027,44.26,-0.03,0.98,12.3,-0.04,-0.02,-0.02
40.228981,29.009027,44.26,-0.65,1.54,10.1,-0.01,0.01,-0.02
40.228782,29.009027,34.35,-0.5,1.89,8.47,-0.02,-0.01,-0.02
40.228782,29.009027,34.35,-0.32,2.52,10.14,0.01,0.0,-0.02
40.228782,29.009027,34.35,-0.1,1.81,9.72,0.0,-0.0,-0.01
40.228782,29.009027,34.35,-0.79,2.43,10.98,0.01,0.01,-0.01
40.228782,29.009027,34.35,-0.87,1.88,9.77,0.01,0.0,-0.02
40.228782,29.009027,34.35,-0.8,1.92,11.43,0.02,0.01,-0.01
40.228782,29.009027,34.35,-0.73,1.92,11.67,-0.03,0.0,-0.01
40.228706,29.009025,28.0,-0.29,2.02,9.77,-0.0,-0.01,-0.01
40.228706,29.009025,28.0,-0.88,2.42,8.83,0.05,0.0,0.0
40.228706,29.009025,28.0,0.0,1.66,9.3,0.01,-0.01,-0.02
40.228706,29.009025,28.0,-0.65,1.96,10.82,-0.01,-0.0,-0.01
40.228633,29.009023,8.45,-0.54,1.53,10.26,0.01,-0.0,-0.01
40.228633,29.009023,8.45,-0.29,-0.08,9.99,0.01,-0.0,-0.01
40.228622,29.009023,8.45,-0.26,-0.68,10.41,0.01,-0.0,-0.01
40.228618,29.009023,1.8,-0.12,-1.26,10.01,0.02,-0.0,-0.01
40.228618,29.009023,1.8,-0.26,-1.28,9.91,0.01,-0.0,-0.01
40.228591,29.009023,6.52,-0.29,-0.94,10.72,0.0,-0.0,-0.01
40.228591,29.009023,6.52,-0.14,-1.28,10.24,0.03,-0.0,-0.01
40.228565,29.009023,11.07,-1.22,-0.93,10.24,0.03,0.06,-0.01
40.228565,29.009023,11.07,-0.95,-1.16,9.23,0.01,0.01,-0.01
40.22853,29.009023,14.87,0.02,-0.97,10.71,-0.01,0.01,-0.01
40.22853,29.009023,14.87,-0.68,-1.29,9.85,0.0,0.01,-0.01
40.22853,29.009023,14.87,-0.41,-0.84,9.83,0.03,0.03,0.0
40.22853,29.009023,14.87,0.28,-1.37,10.86,-0.02,0.0,-0.01
40.22853,29.009023,14.87,-0.09,-1.26,11.0,-0.02,-0.01,-0.02
40.228485,29.009021,18.63,0.33,-1.66,11.16,-0.01,-0.02,-0.01
40.228485,29.009021,18.63,-0.13,-1.42,9.98,0.02,-0.0,-0.0
40.228435,29.009021,22.06,-0.07,-1.08,8.77,0.04,0.01,-0.0
40.228435,29.009021,22.06,-0.15,-1.03,10.46,-0.01,0.0,-0.01
40.228435,29.009021,22.06,0.34,-1.22,8.69,0.0,-0.04,-0.01
40.228435,29.009021,22.06,0.01,-1.63,8.89,0.01,0.0,-0.02
40.228435,29.009021,22.06,0.06,-0.63,7.85,0.02,0.03,-0.01
40.228435,29.009021,22.06,-0.16,-0.28,9.28,0.0,0.01,-0.01
40.228374,29.009021,24.58,-0.91,-0.8,10.8,0.02,0.04,-0.01
40.228374,29.009021,24.58,0.23,-0.33,10.15,0.01,-0.01,-0.0
40.228374,29.009021,24.58,-0.31,-0.33,10.81,-0.0,-0.0,-0.01
40.228374,29.009021,24.58,0.37,0.14,9.55,0.01,-0.02,-0.01
40.228313,29.009021,25.65,-0.39,-0.19,9.99,-0.01,-0.0,-0.01
40.228313,29.009021,25.65,-1.24,0.4,9.82,0.0,0.02,-0.01
40.228313,29.009021,25.65,0.52,0.62,11.1,-0.01,-0.03,-0.02
40.228313,29.009021,25.65,-0.21,0.11,10.52,0.01,-0.01,-0.01
40.228313,29.009021,25.65,-0.18,0.22,10.46,0.01,-0.01,-0.01
40.228313,29.009021,25.65,-1.02,0.68,11.27,0.02,-0.01,-0.0
40.228313,29.009021,25.65,-0.0,0.57,9.51,0.01,-0.01,-0.01
40.228313,29.009021,25.65,-0.82,0.69,11.46,0.02,0.03,-0.01
40.228313,29.009021,25.65,-0.37,0.21,9.26,0.02,0.01,-0.02
40.228191,29.009019,23.89,-0.78,0.54,9.79,0.01,0.01,-0.01
40.228134,29.009017,21.13,-0.32,-0.2,10.57,0.0,0.0,-0.02
40.228134,29.009017,21.13,-0.39,-0.17,7.51,-0.02,0.02,-0.01
40.228134,29.009017,21.13,-0.55,-0.03,9.96,0.01,0.01,-0.0
40.228084,29.009017,20.45,-0.57,-0.05,9.42,-0.02,-0.02,-0.01
40.227909,29.009241,17.09,1.54,-1.13,10.23,-0.01,0.02,0.25
40.227909,29.009241,17.09,0.87,-1.41,9.51,0.01,0.05,0.22
40.227909,29.009241,17.09,0.74,-1.42,9.73,0.0,0.05,0.18
40.227909,29.009241,17.09,0.72,-1.3,9.68,0.01,0.06,0.16
40.227909,29.009241,17.09,0.84,-1.1,9.97,0.01,0.06,0.14
40.227909,29.009241,17.09,0.19,-1.3,10.12,-0.0,0.05,0.12
40.227909,29.009241,17.09,0.3,-1.13,9.67,0.02,0.05,0.11
40.227909,29.009241,17.09,-0.49,-0.89,11.01,-0.0,0.04,0.07
40.227909,29.009241,17.09,0.06,-1.13,10.06,0.02,0.03,0.05
40.227909,29.009241,17.09,-0.66,-1.18,9.71,-0.0,0.03,0.03
40.227909,29.009241,17.09,-0.14,-1.4,10.23,0.01,0.02,-0.0
40.227909,29.009241,17.09,-0.44,-1.01,10.81,-0.0,-0.02,-0.02
40.227909,29.009241,17.09,-0.3,-0.91,9.69,0.02,-0.02,-0.02
40.227909,29.009241,17.09,-0.16,-1.72,10.68,0.01,-0.02,-0.01
40.227909,29.009241,17.09,-0.06,-0.91,11.0,0.01,-0.02,-0.02
40.228019,29.009235,25.59,0.0,-0.53,9.21,0.02,-0.0,-0.01
40.228019,29.009235,25.59,-0.31,-1.02,10.64,0.03,0.01,-0.02
40.228019,29.009235,25.59,-0.3,-1.0,9.55,0.02,0.02,-0.01
40.228019,29.009235,25.59,0.45,-0.91,10.58,0.03,0.01,-0.02
40.228019,29.009235,25.59,-0.73,-1.17,11.62,-0.0,0.01,-0.02
40.228019,29.009235,25.59,-0.36,-1.24,9.0,0.01,0.02,-0.03
40.228019,29.009235,25.59,0.4,-0.76,11.3,0.02,0.02,-0.01
40.228019,29.009235,25.59,-0.65,-0.97,10.12,0.02,-0.01,-0.03
40.228019,29.009235,25.59,-0.04,-1.13,10.16,0.03,0.01,-0.02
40.228019,29.009235,25.59,-0.7,-1.12,12.17,0.02,0.0,-0.03
40.228019,29.009235,25.59,-0.78,-1.64,9.04,0.03,0.0,-0.03
40.228019,29.009235,25.59,-0.63,-1.05,9.35,0.03,-0.01,-0.02
40.228019,29.009235,25.59,-0.83,-0.68,11.23,0.03,-0.0,-0.03
